#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000756_01413	1680.BADO_0645	5.24e-18	84.7	COG0370@1|root,COG0370@2|Bacteria,2GTV2@201174|Actinobacteria,4CZRU@85004|Bifidobacteriales	201174|Actinobacteria	P	transporter of a GTP-driven Fe(2 ) uptake system	feoB	-	-	ko:K04759	-	-	-	-	ko00000,ko02000	9.A.8.1	-	-	FeoA,FeoB_C,FeoB_N,Gate
MGYG000000756_00149	326426.Bbr_0045	0.0	946.0	COG4267@1|root,COG4267@2|Bacteria,2IE76@201174|Actinobacteria,4CZ7D@85004|Bifidobacteriales	201174|Actinobacteria	S	Putative exopolysaccharide Exporter (EPS-E)	-	-	-	ko:K21012	ko02025,map02025	-	-	-	ko00000,ko00001	-	-	-	PelG
MGYG000000756_01158	566552.BIFCAT_00612	2.5e-183	511.0	COG1122@1|root,COG1122@2|Bacteria,2I9PF@201174|Actinobacteria,4D04S@85004|Bifidobacteriales	201174|Actinobacteria	P	ATPases associated with a variety of cellular activities	-	-	-	ko:K16784	ko02010,map02010	M00581	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25.1	-	-	ABC_tran
MGYG000000756_01576	1680.BADO_0674	0.0	1043.0	COG0364@1|root,COG0364@2|Bacteria,2GISI@201174|Actinobacteria,4CYQM@85004|Bifidobacteriales	201174|Actinobacteria	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf	-	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	G6PD_C,G6PD_N,OpcA_G6PD_assem
MGYG000000756_00422	356829.BITS_0630	5.49e-79	250.0	COG1670@1|root,COG1670@2|Bacteria,2I2GV@201174|Actinobacteria,4CYPW@85004|Bifidobacteriales	201174|Actinobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3,DUF2469
MGYG000000756_00164	518635.BIFANG_03053	7.18e-167	468.0	COG2197@1|root,COG2197@2|Bacteria,2GJ46@201174|Actinobacteria,4CYQW@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
MGYG000000756_00587	1435051.BMOU_1110	5.51e-106	307.0	COG0242@1|root,COG0242@2|Bacteria,2GJ87@201174|Actinobacteria,4CZ63@85004|Bifidobacteriales	201174|Actinobacteria	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	-	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
MGYG000000756_00718	1680.BADO_1618	1.24e-244	676.0	COG1609@1|root,COG1609@2|Bacteria,2GK1X@201174|Actinobacteria,4CYR6@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_3
MGYG000000756_01164	401473.BDP_1339	6.39e-22	95.1	COG1228@1|root,COG1228@2|Bacteria,2GMUS@201174|Actinobacteria,4CZ77@85004|Bifidobacteriales	201174|Actinobacteria	Q	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1
MGYG000000756_00189	547043.BIFPSEUDO_04397	1.51e-231	639.0	COG2326@1|root,COG2326@2|Bacteria,2GKRN@201174|Actinobacteria,4CZZU@85004|Bifidobacteriales	201174|Actinobacteria	S	Polyphosphate kinase 2 (PPK2)	-	-	-	-	-	-	-	-	-	-	-	-	Aldose_epim,Band_7,PPK2
MGYG000000756_01011	547043.BIFPSEUDO_03527	5.5e-41	135.0	2B9VR@1|root,3238X@2|Bacteria,2IQYT@201174|Actinobacteria,4D16I@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000756_00114	1680.BADO_0436	2.66e-139	395.0	COG0110@1|root,COG0110@2|Bacteria,2GNUB@201174|Actinobacteria,4CZ5K@85004|Bifidobacteriales	201174|Actinobacteria	S	Bacterial transferase hexapeptide repeat protein	maa	-	2.3.1.79	ko:K00661	-	-	-	-	ko00000,ko01000	-	-	-	Hexapep,Hexapep_2,Mac
MGYG000000756_00821	547043.BIFPSEUDO_02889	0.0	872.0	COG0771@1|root,COG0771@2|Bacteria,2GK18@201174|Actinobacteria,4CYTP@85004|Bifidobacteriales	201174|Actinobacteria	M	Domain of unknown function (DUF1727)	murE	-	-	-	-	-	-	-	-	-	-	-	DUF1727,GATase_3,Mur_ligase_M
MGYG000000756_00886	547043.BIFPSEUDO_02587	7.71e-296	807.0	COG0196@1|root,COG0196@2|Bacteria,2GKQF@201174|Actinobacteria,4CYXT@85004|Bifidobacteriales	201174|Actinobacteria	H	riboflavin kinase	ribF	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006139,GO:0006725,GO:0006732,GO:0006753,GO:0006766,GO:0006767,GO:0006771,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008531,GO:0009058,GO:0009108,GO:0009110,GO:0009117,GO:0009123,GO:0009124,GO:0009156,GO:0009161,GO:0009165,GO:0009231,GO:0009259,GO:0009260,GO:0009398,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034641,GO:0034654,GO:0042364,GO:0042726,GO:0042727,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046390,GO:0046444,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_syn,Flavokinase
MGYG000000756_01087	78345.BMERY_0108	1.76e-187	520.0	COG1051@1|root,COG1051@2|Bacteria,2GNMT@201174|Actinobacteria,4CZNZ@85004|Bifidobacteriales	201174|Actinobacteria	F	NUDIX hydrolase	-	-	3.6.1.55	ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	NUDIX
MGYG000000756_01068	547043.BIFPSEUDO_03625	1.8e-83	247.0	2A3Y6@1|root,30SGI@2|Bacteria,2IM76@201174|Actinobacteria,4D10Z@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000756_00538	547043.BIFPSEUDO_03892	2.17e-106	312.0	COG2197@1|root,COG2197@2|Bacteria,2HRPE@201174|Actinobacteria,4D098@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
MGYG000000756_00393	78346.BRUM_1417	6.42e-186	518.0	COG0712@1|root,COG0712@2|Bacteria,2GMJ5@201174|Actinobacteria,4CZ9V@85004|Bifidobacteriales	201174|Actinobacteria	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpH	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	-	ko:K02109,ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B,OSCP
MGYG000000756_00829	547043.BIFPSEUDO_04017	0.0	1156.0	COG2966@1|root,COG3610@1|root,COG2966@2|Bacteria,COG3610@2|Bacteria,2HZ8C@201174|Actinobacteria,4CYR2@85004|Bifidobacteriales	201174|Actinobacteria	S	Threonine/Serine exporter, ThrE	-	-	-	-	-	-	-	-	-	-	-	-	ThrE,ThrE_2
MGYG000000756_00386	566552.BIFCAT_00198	1.03e-262	724.0	2DMQ0@1|root,32SYI@2|Bacteria,2IA0N@201174|Actinobacteria,4CYQ0@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000756_00445	1680.BADO_1532	3.4e-316	865.0	COG0477@1|root,COG0477@2|Bacteria,2GJV6@201174|Actinobacteria,4CZH3@85004|Bifidobacteriales	201174|Actinobacteria	EGP	Major Facilitator Superfamily	-	-	-	ko:K08168	-	M00704	-	-	ko00000,ko00002,ko01504,ko02000	2.A.1.3.16,2.A.1.3.22,2.A.1.3.6	-	-	MFS_1
MGYG000000756_01581	1122994.AUFR01000035_gene1071	7.53e-276	779.0	28HBW@1|root,2Z7NV@2|Bacteria,2GYFY@201174|Actinobacteria,4DR5G@85009|Propionibacteriales	201174|Actinobacteria	S	Domain of unknown function (DUF1998)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1998
MGYG000000756_00237	401473.BDP_1384	1.11e-220	615.0	COG1135@1|root,COG1135@2|Bacteria,2GJ9P@201174|Actinobacteria,4CZYI@85004|Bifidobacteriales	201174|Actinobacteria	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	metN	-	-	ko:K02071	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	ABC_tran,NIL
MGYG000000756_00137	78346.BRUM_0800	0.0	1347.0	COG0465@1|root,COG0465@2|Bacteria,2GJ4Q@201174|Actinobacteria,4CZ6U@85004|Bifidobacteriales	201174|Actinobacteria	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0010468,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0030163,GO:0040007,GO:0042623,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Intein_splicing,Peptidase_M41
MGYG000000756_00086	1680.BADO_0476	8.01e-309	847.0	COG0372@1|root,COG0372@2|Bacteria,2GJ7E@201174|Actinobacteria,4CZ2J@85004|Bifidobacteriales	201174|Actinobacteria	C	Citrate synthase, C-terminal domain	gltA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	2.3.3.1	ko:K01647	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00740	R00351	RC00004,RC00067	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Citrate_synt
MGYG000000756_01098	547043.BIFPSEUDO_02995	1.86e-49	157.0	29M53@1|root,3082I@2|Bacteria,2GTWX@201174|Actinobacteria,4D1EJ@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000756_00797	1680.BADO_0151	1.01e-267	736.0	COG0136@1|root,COG0136@2|Bacteria,2GJJ8@201174|Actinobacteria,4CZPY@85004|Bifidobacteriales	201174|Actinobacteria	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	asd	GO:0003674,GO:0003824,GO:0004073,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016020,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0019877,GO:0030312,GO:0040007,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv3708c	Semialdhyde_dh,Semialdhyde_dhC
MGYG000000756_01255	547043.BIFPSEUDO_02403	0.0	1613.0	COG0577@1|root,COG1136@1|root,COG0577@2|Bacteria,COG1136@2|Bacteria,2GK3I@201174|Actinobacteria,4D0AY@85004|Bifidobacteriales	201174|Actinobacteria	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K02003,ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,FtsX,Pentapeptide
MGYG000000756_01555	547043.BIFPSEUDO_03041	4.29e-304	835.0	2AZXA@1|root,31S72@2|Bacteria,2GQBM@201174|Actinobacteria,4D1E0@85004|Bifidobacteriales	201174|Actinobacteria	S	Domain of unknown function (DUF5067)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5067
MGYG000000756_00877	216816.GS08_08965	1.84e-227	630.0	COG0202@1|root,COG0202@2|Bacteria,2GJJ5@201174|Actinobacteria,4CZEN@85004|Bifidobacteriales	201174|Actinobacteria	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
MGYG000000756_01296	547043.BIFPSEUDO_03052	1.93e-54	201.0	COG1566@1|root,COG1566@2|Bacteria,2I2G9@201174|Actinobacteria,4CZ5W@85004|Bifidobacteriales	201174|Actinobacteria	V	DivIVA protein	-	-	-	-	-	-	-	-	-	-	-	-	DivIVA
MGYG000000756_01361	547043.BIFPSEUDO_03810	0.0	1112.0	COG4905@1|root,COG5523@1|root,COG4905@2|Bacteria,COG5523@2|Bacteria,2IB0C@201174|Actinobacteria,4D0E9@85004|Bifidobacteriales	201174|Actinobacteria	S	Protein of unknown function (DUF975)	-	-	-	-	-	-	-	-	-	-	-	-	ABC_trans_CmpB,DUF975
MGYG000000756_01630	566552.BIFCAT_00599	1.66e-237	653.0	COG0111@1|root,COG0111@2|Bacteria,2GP09@201174|Actinobacteria,4CZUN@85004|Bifidobacteriales	201174|Actinobacteria	EH	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	-	-	-	-	-	-	-	-	-	-	-	-	2-Hacid_dh,2-Hacid_dh_C
MGYG000000756_01561	547043.BIFPSEUDO_03047	1.58e-275	763.0	COG0079@1|root,COG0079@2|Bacteria,2GJ9W@201174|Actinobacteria,4CZDT@85004|Bifidobacteriales	201174|Actinobacteria	E	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily	hisC	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	2.6.1.9	ko:K00817	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03243	RC00006,RC00888	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000000756_01560	547043.BIFPSEUDO_03047	1.58e-275	763.0	COG0079@1|root,COG0079@2|Bacteria,2GJ9W@201174|Actinobacteria,4CZDT@85004|Bifidobacteriales	201174|Actinobacteria	E	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily	hisC	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	2.6.1.9	ko:K00817	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03243	RC00006,RC00888	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000000756_01174	1680.BADO_0703	1.05e-72	218.0	2CC1Y@1|root,32RUK@2|Bacteria,2IQ4Q@201174|Actinobacteria,4D12I@85004|Bifidobacteriales	201174|Actinobacteria	K	Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA	whiB2	-	-	ko:K18955	-	-	-	-	ko00000,ko03000	-	-	-	Whib
MGYG000000756_00130	1437610.BREU_1647	2.75e-181	509.0	COG1680@1|root,COG1680@2|Bacteria,2GK3A@201174|Actinobacteria,4D06I@85004|Bifidobacteriales	201174|Actinobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
MGYG000000756_01221	547043.BIFPSEUDO_03013	0.0	932.0	COG0773@1|root,COG0773@2|Bacteria,2I2E7@201174|Actinobacteria,4CZ3B@85004|Bifidobacteriales	201174|Actinobacteria	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	FtsQ,Mur_ligase,Mur_ligase_C,Mur_ligase_M,POTRA_1
MGYG000000756_00485	566552.BIFCAT_01704	6.44e-278	760.0	COG1181@1|root,COG1181@2|Bacteria,2GITC@201174|Actinobacteria,4CZ1R@85004|Bifidobacteriales	201174|Actinobacteria	F	Belongs to the D-alanine--D-alanine ligase family	ddl	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008716,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Chal_sti_synt_C,Dala_Dala_lig_C,Dala_Dala_lig_N
MGYG000000756_01332	566552.BIFCAT_01045	3.25e-122	353.0	COG1329@1|root,COG1329@2|Bacteria,2GKSU@201174|Actinobacteria,4CZXD@85004|Bifidobacteriales	201174|Actinobacteria	K	CarD-like/TRCF domain	carD	GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009405,GO:0009605,GO:0009987,GO:0009991,GO:0015968,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0040007,GO:0042594,GO:0044419,GO:0050896,GO:0051704,GO:0051716,GO:0071496	-	ko:K07736	-	-	-	-	ko00000,ko03000	-	-	-	CarD_CdnL_TRCF
MGYG000000756_00049	1435051.BMOU_1646	1.31e-55	175.0	COG0184@1|root,COG0184@2|Bacteria,2IQA0@201174|Actinobacteria,4D10E@85004|Bifidobacteriales	201174|Actinobacteria	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	rpsO	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015935,GO:0016020,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904	-	ko:K02956	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S15
MGYG000000756_01137	547043.BIFPSEUDO_03591	7.44e-278	758.0	COG1541@1|root,COG1541@2|Bacteria,2HZHX@201174|Actinobacteria,4D0HV@85004|Bifidobacteriales	201174|Actinobacteria	H	long-chain-fatty-acid--luciferin-component ligase, acyl-protein synthase	-	-	-	-	-	-	-	-	-	-	-	-	LuxE
MGYG000000756_00823	547043.BIFPSEUDO_02891	0.0	1189.0	COG2844@1|root,COG2844@2|Bacteria,2GMKT@201174|Actinobacteria,4D07P@85004|Bifidobacteriales	201174|Actinobacteria	O	Nucleotidyltransferase domain	glnD	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008773,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0030312,GO:0044464,GO:0070566,GO:0070569,GO:0071944,GO:0140096	2.7.7.59	ko:K00990	ko02020,map02020	-	-	-	ko00000,ko00001,ko01000	-	-	-	ACT,DUF294,GlnD_UR_UTase,GlnE,HD,NTP_transf_2
