#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000001881_01624	349741.Amuc_0171	0.0	1008.0	COG0591@1|root,COG0591@2|Bacteria,46SPP@74201|Verrucomicrobia,2ITZE@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Sodium:solute symporter family	-	-	-	-	-	-	-	-	-	-	-	-	SSF
MGYG000001881_01356	1403819.BATR01000104_gene3548	7.39e-46	158.0	COG2755@1|root,COG2755@2|Bacteria,46XFP@74201|Verrucomicrobia,2IVSE@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	GDSL-like Lipase/Acylhydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
MGYG000001881_00241	349741.Amuc_0510	8.83e-78	236.0	COG0711@1|root,COG0711@2|Bacteria,46SYI@74201|Verrucomicrobia,2IUEN@203494|Verrucomicrobiae	203494|Verrucomicrobiae	C	ATP synthase B/B' CF(0)	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B
MGYG000001881_00490	349741.Amuc_1596	1.13e-289	791.0	COG1641@1|root,COG1641@2|Bacteria,46THK@74201|Verrucomicrobia,2IUEA@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Involved in the biosynthesis of a nickel-pincer cofactor ((SCS)Ni(II) pincer complex). Binds Ni(2 ), and functions in nickel delivery to pyridinium-3,5-bisthiocarboxylic acid mononucleotide (P2TMN), to form the mature cofactor. Is thus probably required for the activation of nickel-pincer cofactor- dependent enzymes	larC	-	4.99.1.12	ko:K09121	-	-	-	-	ko00000,ko01000	-	-	-	DUF111
MGYG000001881_01392	349741.Amuc_0838	6.28e-111	319.0	COG1327@1|root,COG1327@2|Bacteria,46TAA@74201|Verrucomicrobia,2IU77@203494|Verrucomicrobiae	203494|Verrucomicrobiae	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	nrdR	-	-	ko:K07738	-	-	-	-	ko00000,ko03000	-	-	-	ATP-cone
MGYG000001881_01374	349741.Amuc_0857	1.55e-109	315.0	COG0784@1|root,COG0784@2|Bacteria,46XJY@74201|Verrucomicrobia,2IW3P@203494|Verrucomicrobiae	203494|Verrucomicrobiae	T	cheY-homologous receiver domain	-	-	-	ko:K03413	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko02022,ko02035	-	-	-	Response_reg
MGYG000001881_00806	349741.Amuc_0607	6.24e-180	503.0	COG3568@1|root,COG3568@2|Bacteria,46X7C@74201|Verrucomicrobia,2IUUK@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Endonuclease/Exonuclease/phosphatase family	-	-	-	-	-	-	-	-	-	-	-	-	Exo_endo_phos
MGYG000001881_01922	1123070.KB899268_gene2427	4.56e-06	57.8	2A05N@1|root,30N8G@2|Bacteria,46XPF@74201|Verrucomicrobia,2IWBG@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OstA
MGYG000001881_00557	349741.Amuc_1972	5.05e-253	706.0	COG1194@1|root,COG1194@2|Bacteria,46SR4@74201|Verrucomicrobia,2ITPI@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	endonuclease III	-	-	-	ko:K03575	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HhH-GPD
MGYG000001881_01060	349741.Amuc_1360	1.53e-111	323.0	COG3926@1|root,COG3926@2|Bacteria	2|Bacteria	S	Glycosyl hydrolase 108	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_108,PG_binding_3,Peptidase_M15_4
MGYG000001881_01713	349741.Amuc_1360	1.53e-111	323.0	COG3926@1|root,COG3926@2|Bacteria	2|Bacteria	S	Glycosyl hydrolase 108	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_108,PG_binding_3,Peptidase_M15_4
MGYG000001881_01465	349741.Amuc_1797	4.42e-134	390.0	COG5434@1|root,COG5434@2|Bacteria	2|Bacteria	M	polygalacturonase activity	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,DUF3737,NPCBM,NosD,Pectate_lyase_3,RepL
MGYG000001881_01988	349741.Amuc_1758	1.11e-186	528.0	COG1493@1|root,COG1493@2|Bacteria,46S64@74201|Verrucomicrobia,2ITXV@203494|Verrucomicrobiae	203494|Verrucomicrobiae	T	Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr)	hprK	-	-	ko:K06023	-	-	-	-	ko00000,ko01000	-	-	-	Hpr_kinase_C,Hpr_kinase_N
MGYG000001881_01417	349741.Amuc_0066	9.37e-218	609.0	COG3391@1|root,COG3391@2|Bacteria	2|Bacteria	CO	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	ABM,CMD,NHL,PQQ_2,PQQ_3,Peptidase_C11,SGL
MGYG000001881_00295	349741.Amuc_0562	1.25e-174	488.0	COG0149@1|root,COG0149@2|Bacteria,46SNB@74201|Verrucomicrobia,2IU4R@203494|Verrucomicrobiae	203494|Verrucomicrobiae	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	-	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
MGYG000001881_01874	349741.Amuc_2024	6.23e-109	314.0	COG0817@1|root,COG0817@2|Bacteria,46T3Y@74201|Verrucomicrobia,2IUA7@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group	ruvC	-	3.1.22.4	ko:K01159	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvC
MGYG000001881_01546	349741.Amuc_1385	1.81e-107	312.0	2AW71@1|root,31N22@2|Bacteria,46X8R@74201|Verrucomicrobia,2IV10@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_01487	349741.Amuc_1820	1.67e-55	175.0	COG1837@1|root,COG1837@2|Bacteria,46X7A@74201|Verrucomicrobia,2IUUH@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	KH domain	-	-	-	ko:K06960	-	-	-	-	ko00000	-	-	-	KH_4
MGYG000001881_00508	349741.Amuc_1614	3.96e-301	830.0	COG0649@1|root,COG0649@2|Bacteria,46SA0@74201|Verrucomicrobia,2IU02@203494|Verrucomicrobiae	203494|Verrucomicrobiae	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoD	-	1.6.5.3	ko:K00333	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_49kDa
MGYG000001881_00507	349741.Amuc_1614	3.96e-301	830.0	COG0649@1|root,COG0649@2|Bacteria,46SA0@74201|Verrucomicrobia,2IU02@203494|Verrucomicrobiae	203494|Verrucomicrobiae	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoD	-	1.6.5.3	ko:K00333	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_49kDa
MGYG000001881_00054	349741.Amuc_0313	0.0	1168.0	COG1928@1|root,COG1928@2|Bacteria,46UW1@74201|Verrucomicrobia,2IU5E@203494|Verrucomicrobiae	203494|Verrucomicrobiae	O	C-terminal four TMM region of protein-O-mannosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_00055	349741.Amuc_0313	0.0	1168.0	COG1928@1|root,COG1928@2|Bacteria,46UW1@74201|Verrucomicrobia,2IU5E@203494|Verrucomicrobiae	203494|Verrucomicrobiae	O	C-terminal four TMM region of protein-O-mannosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_01512	349741.Amuc_0802	1.58e-70	212.0	COG1733@1|root,COG1733@2|Bacteria,46Z1E@74201|Verrucomicrobia,2IUT9@203494|Verrucomicrobiae	203494|Verrucomicrobiae	K	HxlR-like helix-turn-helix	-	-	-	-	-	-	-	-	-	-	-	-	HxlR
MGYG000001881_00655	349741.Amuc_1855	0.0	892.0	COG0601@1|root,COG0601@2|Bacteria,46TSV@74201|Verrucomicrobia,2ITNK@203494|Verrucomicrobiae	203494|Verrucomicrobiae	EP	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K13894	ko02010,map02010	M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.21,3.A.1.5.24	-	-	BPD_transp_1
MGYG000001881_01463	349741.Amuc_1794	1.4e-193	536.0	COG1974@1|root,COG1974@2|Bacteria,46XX7@74201|Verrucomicrobia,2IVZZ@203494|Verrucomicrobiae	203494|Verrucomicrobiae	KT	Peptidase S24-like	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S24
MGYG000001881_00804	349741.Amuc_0609	9.14e-117	334.0	2EM72@1|root,33EW9@2|Bacteria,46TAB@74201|Verrucomicrobia,2IUQI@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Lipopolysaccharide-assembly	-	-	-	-	-	-	-	-	-	-	-	-	LptE
MGYG000001881_01275	349741.Amuc_1194	0.0	1215.0	COG0187@1|root,COG0187@2|Bacteria,46UY6@74201|Verrucomicrobia,2ITJR@203494|Verrucomicrobiae	203494|Verrucomicrobiae	L	TopoisomeraseII	-	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
MGYG000001881_01929	349741.Amuc_0687	0.0	1825.0	COG4625@1|root,COG4625@2|Bacteria	2|Bacteria	T	pathogenesis	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter
MGYG000001881_01031	1219375.CM002139_gene2537	1.27e-72	228.0	COG0863@1|root,COG2189@1|root,COG0863@2|Bacteria,COG2189@2|Bacteria,1R7RR@1224|Proteobacteria,1S34G@1236|Gammaproteobacteria,1X6DS@135614|Xanthomonadales	135614|Xanthomonadales	L	Belongs to the N(4) N(6)-methyltransferase family	-	-	2.1.1.72	ko:K00571	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
MGYG000001881_00261	349741.Amuc_0529	6.97e-179	503.0	COG0263@1|root,COG0263@2|Bacteria,46SWM@74201|Verrucomicrobia,2IU7N@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	proB	-	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,PUA
MGYG000001881_01379	349741.Amuc_0853	0.0	949.0	2BTJH@1|root,32NS3@2|Bacteria,46XQC@74201|Verrucomicrobia,2IWD7@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_00316	349741.Amuc_0583	1.02e-133	380.0	COG4430@1|root,COG4430@2|Bacteria	2|Bacteria	F	Bacteriocin-protection, YdeI or OmpD-Associated	-	-	-	-	-	-	-	-	-	-	-	-	Gate,Nucleos_tra2_N,OmdA
MGYG000001881_01578	349741.Amuc_1412	5.65e-296	807.0	2BUZ4@1|root,32QBJ@2|Bacteria,46WND@74201|Verrucomicrobia,2IUIR@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BBP2_2,OMP_b-brl
MGYG000001881_01923	349741.Amuc_0679	1.2e-166	480.0	COG1137@1|root,COG1137@2|Bacteria,46SDI@74201|Verrucomicrobia,2IU2S@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	ATPases associated with a variety of cellular activities	-	-	-	ko:K06861	ko02010,map02010	M00320	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1	-	-	ABC_tran
MGYG000001881_01924	349741.Amuc_0679	1.2e-166	480.0	COG1137@1|root,COG1137@2|Bacteria,46SDI@74201|Verrucomicrobia,2IU2S@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	ATPases associated with a variety of cellular activities	-	-	-	ko:K06861	ko02010,map02010	M00320	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1	-	-	ABC_tran
MGYG000001881_01325	349741.Amuc_1654	3.75e-296	835.0	COG0495@1|root,COG0495@2|Bacteria,46SF4@74201|Verrucomicrobia,2ITTI@203494|Verrucomicrobiae	203494|Verrucomicrobiae	J	Leucyl-tRNA synthetase, Domain 2	leuS	-	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
MGYG000001881_01871	888060.HMPREF9081_0416	1.34e-155	484.0	COG0286@1|root,COG0732@1|root,COG0286@2|Bacteria,COG0732@2|Bacteria,1UZUD@1239|Firmicutes,4H47U@909932|Negativicutes	909932|Negativicutes	V	Type I restriction enzyme R protein N terminus (HSDR_N)	-	-	-	-	-	-	-	-	-	-	-	-	HSDR_N_2,Methylase_S,N6_Mtase
MGYG000001881_01803	349741.Amuc_0731	5e-254	697.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	-	ko:K16703	-	-	-	-	ko00000,ko01000,ko01003	-	GT4	-	ATPgrasp_TupA,Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1,Glycos_transf_2,LicD,Methyltransf_21,SEC-C,Thioesterase
MGYG000001881_00651	349741.Amuc_1860	0.0	993.0	COG2759@1|root,COG2759@2|Bacteria,46SGS@74201|Verrucomicrobia	74201|Verrucomicrobia	H	Formate--tetrahydrofolate ligase	fhs	-	6.3.4.3	ko:K01938	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R00943	RC00026,RC00111	ko00000,ko00001,ko00002,ko01000	-	-	-	FTHFS
MGYG000001881_00784	349741.Amuc_0631	1.52e-278	773.0	COG0369@1|root,COG0369@2|Bacteria,46SEE@74201|Verrucomicrobia,2ITWD@203494|Verrucomicrobiae	203494|Verrucomicrobiae	P	FAD binding domain	-	-	1.8.1.2	ko:K00380	ko00920,ko01100,ko01120,map00920,map01100,map01120	M00176	R00858	RC00065	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_1,Flavodoxin_1,NAD_binding_1
MGYG000001881_00785	349741.Amuc_0631	1.52e-278	773.0	COG0369@1|root,COG0369@2|Bacteria,46SEE@74201|Verrucomicrobia,2ITWD@203494|Verrucomicrobiae	203494|Verrucomicrobiae	P	FAD binding domain	-	-	1.8.1.2	ko:K00380	ko00920,ko01100,ko01120,map00920,map01100,map01120	M00176	R00858	RC00065	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_1,Flavodoxin_1,NAD_binding_1
MGYG000001881_01243	349741.Amuc_0253	2.39e-206	573.0	COG0739@1|root,COG0739@2|Bacteria,46X6I@74201|Verrucomicrobia,2IUPT@203494|Verrucomicrobiae	203494|Verrucomicrobiae	M	Peptidase family M23	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23
MGYG000001881_00330	349741.Amuc_1428	1.09e-259	712.0	COG0280@1|root,COG0280@2|Bacteria,46SP5@74201|Verrucomicrobia,2IU3X@203494|Verrucomicrobiae	203494|Verrucomicrobiae	C	Phosphate acetyl/butaryl transferase	-	-	2.3.1.8	ko:K00625	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00230,R00921	RC00004,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000	-	-	-	PTA_PTB
MGYG000001881_00495	349741.Amuc_1601	1.05e-97	287.0	2AEKC@1|root,314G0@2|Bacteria,46XJ0@74201|Verrucomicrobia,2IW1N@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_01768	349741.Amuc_0694	7.15e-257	707.0	COG0845@1|root,COG0845@2|Bacteria	2|Bacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K02022	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD,HlyD_3,cNMP_binding
MGYG000001881_00552	349741.Amuc_1976	4.89e-252	693.0	COG0790@1|root,COG0790@2|Bacteria,46ZHX@74201|Verrucomicrobia,2IUWA@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	COG0790 FOG TPR repeat, SEL1 subfamily	-	-	-	-	-	-	-	-	-	-	-	-	Sel1
MGYG000001881_00379	349741.Amuc_1477	1.35e-205	573.0	COG1995@1|root,COG1995@2|Bacteria,46SNQ@74201|Verrucomicrobia,2ITTC@203494|Verrucomicrobiae	203494|Verrucomicrobiae	H	Pyridoxal phosphate biosynthetic protein PdxA	-	-	1.1.1.262	ko:K00097	ko00750,ko01100,map00750,map01100	M00124	R05681,R05837,R07406	RC00089,RC00675,RC01475	ko00000,ko00001,ko00002,ko01000	-	-	-	PdxA
MGYG000001881_01800	349741.Amuc_0728	3.52e-252	692.0	COG0536@1|root,COG0536@2|Bacteria,46SBS@74201|Verrucomicrobia,2ITSD@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	obg	-	-	ko:K03979	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	GTP1_OBG,MMR_HSR1
MGYG000001881_00407	349741.Amuc_1505	3.38e-240	667.0	COG0202@1|root,COG0202@2|Bacteria,46S52@74201|Verrucomicrobia,2ITN6@203494|Verrucomicrobiae	203494|Verrucomicrobiae	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	-	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
MGYG000001881_01897	349741.Amuc_2046	3.38e-134	382.0	COG4112@1|root,COG4112@2|Bacteria,46V3C@74201|Verrucomicrobia,2IU8G@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_00726	349741.Amuc_1069	0.0	946.0	COG0499@1|root,COG0499@2|Bacteria,46SGX@74201|Verrucomicrobia,2ITJN@203494|Verrucomicrobiae	203494|Verrucomicrobiae	H	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	ahcY	-	3.3.1.1	ko:K01251	ko00270,ko01100,map00270,map01100	M00035	R00192,R04936	RC00056,RC00069,RC01161,RC01243	ko00000,ko00001,ko00002,ko01000,ko01009,ko04147	-	-	-	AdoHcyase,AdoHcyase_NAD
MGYG000001881_00727	349741.Amuc_1069	0.0	946.0	COG0499@1|root,COG0499@2|Bacteria,46SGX@74201|Verrucomicrobia,2ITJN@203494|Verrucomicrobiae	203494|Verrucomicrobiae	H	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	ahcY	-	3.3.1.1	ko:K01251	ko00270,ko01100,map00270,map01100	M00035	R00192,R04936	RC00056,RC00069,RC01161,RC01243	ko00000,ko00001,ko00002,ko01000,ko01009,ko04147	-	-	-	AdoHcyase,AdoHcyase_NAD
MGYG000001881_02087	349741.Amuc_0959	2.14e-141	410.0	COG0127@1|root,COG0127@2|Bacteria,46SZ5@74201|Verrucomicrobia,2IU83@203494|Verrucomicrobiae	203494|Verrucomicrobiae	F	Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions	-	-	3.6.1.66	ko:K02428	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000	-	-	-	Ham1p_like
MGYG000001881_01343	349741.Amuc_1634	0.0	1343.0	COG0306@1|root,COG0306@2|Bacteria	2|Bacteria	P	phosphate transporter	-	-	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
MGYG000001881_01453	1123070.KB899250_gene528	6.39e-14	75.1	2FHDV@1|root,34981@2|Bacteria,46W9B@74201|Verrucomicrobia,2IURW@203494|Verrucomicrobiae	203494|Verrucomicrobiae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000001881_01179	349741.Amuc_0777	5.48e-190	532.0	COG1028@1|root,COG1028@2|Bacteria,46SN5@74201|Verrucomicrobia,2IUJB@203494|Verrucomicrobiae	203494|Verrucomicrobiae	IQ	KR domain	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
