#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000215_00449	1002367.HMPREF0673_01436	0.0	1176.0	COG0488@1|root,COG0488@2|Bacteria,4NG1W@976|Bacteroidetes,2FMY5@200643|Bacteroidia	976|Bacteroidetes	S	ABC transporter, ATP-binding protein	-	-	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
MGYG000000215_00148	1002367.HMPREF0673_01874	3.14e-92	270.0	COG2166@1|root,COG2166@2|Bacteria,4NM9N@976|Bacteroidetes,2FSRV@200643|Bacteroidia	976|Bacteroidetes	S	Fe-S metabolism associated domain protein	sufE	-	-	ko:K02426	-	-	-	-	ko00000	-	-	-	SufE
MGYG000000215_02072	1002367.HMPREF0673_00132	0.0	1554.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,4NFGR@976|Bacteroidetes,2FMDB@200643|Bacteroidia	976|Bacteroidetes	E	homoserine dehydrogenase	thrA	-	1.1.1.3,2.7.2.4	ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,ACT,ACT_7,Homoserine_dh,NAD_binding_3
MGYG000000215_02852	1002367.HMPREF0673_02983	1.06e-284	785.0	COG5545@1|root,COG5545@2|Bacteria,4NG2W@976|Bacteroidetes	976|Bacteroidetes	L	P-loop ATPase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	DUF3874,VirE,VirE_N
MGYG000000215_01311	1002367.HMPREF0673_02983	1.06e-284	785.0	COG5545@1|root,COG5545@2|Bacteria,4NG2W@976|Bacteroidetes	976|Bacteroidetes	L	P-loop ATPase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	DUF3874,VirE,VirE_N
MGYG000000215_00297	1095752.HMPREF9969_2200	1.58e-109	320.0	2E3ZP@1|root,32YWK@2|Bacteria,4P2MM@976|Bacteroidetes,2FT9K@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C70
MGYG000000215_02565	1002367.HMPREF0673_00834	0.0	1214.0	COG0513@1|root,COG0513@2|Bacteria,4NEJV@976|Bacteroidetes,2FMB6@200643|Bacteroidia	976|Bacteroidetes	L	Belongs to the DEAD box helicase family	-	-	3.6.4.13	ko:K05592	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	DEAD,DbpA,Helicase_C,ParBc
MGYG000000215_01083	1002367.HMPREF0673_02134	1.1e-203	565.0	COG1159@1|root,COG1159@2|Bacteria,4NES2@976|Bacteroidetes,2FN64@200643|Bacteroidia	976|Bacteroidetes	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	-	-	ko:K03595	-	-	-	-	ko00000,ko03009,ko03029	-	-	-	KH_2,MMR_HSR1
MGYG000000215_00186	449673.BACSTE_02226	2.69e-216	608.0	COG0582@1|root,COG0582@2|Bacteria,4NMGI@976|Bacteroidetes,2FMW4@200643|Bacteroidia,4AMFQ@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase
MGYG000000215_00737	1002367.HMPREF0673_02675	1.29e-255	707.0	COG1785@1|root,COG1785@2|Bacteria,4NG3D@976|Bacteroidetes,2FMNA@200643|Bacteroidia	976|Bacteroidetes	P	Belongs to the alkaline phosphatase family	phoA	-	3.1.3.1	ko:K01077	ko00730,ko00790,ko01100,ko02020,map00730,map00790,map01100,map02020	M00126	R02135,R04620	RC00017	ko00000,ko00001,ko00002,ko00537,ko01000,ko04147	-	-	-	Alk_phosphatase,GDPD_2,Metalloenzyme
MGYG000000215_00736	1002367.HMPREF0673_02675	1.29e-255	707.0	COG1785@1|root,COG1785@2|Bacteria,4NG3D@976|Bacteroidetes,2FMNA@200643|Bacteroidia	976|Bacteroidetes	P	Belongs to the alkaline phosphatase family	phoA	-	3.1.3.1	ko:K01077	ko00730,ko00790,ko01100,ko02020,map00730,map00790,map01100,map02020	M00126	R02135,R04620	RC00017	ko00000,ko00001,ko00002,ko00537,ko01000,ko04147	-	-	-	Alk_phosphatase,GDPD_2,Metalloenzyme
MGYG000000215_02019	1002367.HMPREF0673_02969	0.0	1295.0	COG0326@1|root,COG0326@2|Bacteria,4NDXZ@976|Bacteroidetes,2FMED@200643|Bacteroidia	976|Bacteroidetes	O	ATPase histidine kinase DNA gyrase B HSP90 domain protein	htpG	-	-	ko:K04079	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418	-	-	-	ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147	-	-	-	HATPase_c,HATPase_c_3,HSP90
MGYG000000215_00373	1268240.ATFI01000010_gene1534	2.79e-30	110.0	COG1396@1|root,COG1396@2|Bacteria,4NXCM@976|Bacteroidetes,2FU7B@200643|Bacteroidia,4AS03@815|Bacteroidaceae	976|Bacteroidetes	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
MGYG000000215_00295	1268240.ATFI01000010_gene1534	2.79e-30	110.0	COG1396@1|root,COG1396@2|Bacteria,4NXCM@976|Bacteroidetes,2FU7B@200643|Bacteroidia,4AS03@815|Bacteroidaceae	976|Bacteroidetes	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
MGYG000000215_02421	1002367.HMPREF0673_02059	3.1e-173	490.0	COG3475@1|root,COG3475@2|Bacteria,4NI9P@976|Bacteroidetes,2FR7F@200643|Bacteroidia	976|Bacteroidetes	M	LICD family	licD	-	-	ko:K07271	-	-	-	-	ko00000,ko01000	-	-	-	LicD
MGYG000000215_02618	1002367.HMPREF0673_01121	6.58e-116	333.0	2EW2Z@1|root,33PG8@2|Bacteria,4P1UK@976|Bacteroidetes,2FQ7K@200643|Bacteroidia	976|Bacteroidetes	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_01860	1002367.HMPREF0673_01901	0.0	1636.0	COG3264@1|root,COG3264@2|Bacteria,4NEAM@976|Bacteroidetes,2FQAW@200643|Bacteroidia	976|Bacteroidetes	M	Mechanosensitive ion channel	aefA	-	-	ko:K05802	-	-	-	-	ko00000,ko02000	1.A.23.1.1	-	-	MS_channel
MGYG000000215_01614	1002367.HMPREF0673_01021	2.55e-246	677.0	2CG1Y@1|root,2Z9VK@2|Bacteria,4NJV4@976|Bacteroidetes,2G39K@200643|Bacteroidia	976|Bacteroidetes	S	Protein of unknown function (DUF1573)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1573
MGYG000000215_02430	1410608.JNKX01000014_gene710	1.55e-11	63.5	2A99Q@1|root,30YEK@2|Bacteria,4PC7T@976|Bacteroidetes,2G03M@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_00767	1002367.HMPREF0673_02992	1.24e-312	853.0	COG1538@1|root,COG1538@2|Bacteria,4NDZK@976|Bacteroidetes,2FP6I@200643|Bacteroidia	976|Bacteroidetes	M	Efflux transporter, outer membrane factor lipoprotein, NodT family	-	-	-	ko:K18139,ko:K18300	ko01501,ko02024,map01501,map02024	M00641,M00642,M00643,M00647,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2	-	-	OEP
MGYG000000215_00766	1002367.HMPREF0673_02992	1.24e-312	853.0	COG1538@1|root,COG1538@2|Bacteria,4NDZK@976|Bacteroidetes,2FP6I@200643|Bacteroidia	976|Bacteroidetes	M	Efflux transporter, outer membrane factor lipoprotein, NodT family	-	-	-	ko:K18139,ko:K18300	ko01501,ko02024,map01501,map02024	M00641,M00642,M00643,M00647,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2	-	-	OEP
MGYG000000215_01118	1002367.HMPREF0673_02752	0.0	949.0	28ID4@1|root,2Z8FC@2|Bacteria,4NFYZ@976|Bacteroidetes,2FPQC@200643|Bacteroidia	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_00050	1002367.HMPREF0673_01631	2.01e-117	337.0	COG1595@1|root,COG1595@2|Bacteria,4NMC0@976|Bacteroidetes,2FP0F@200643|Bacteroidia	976|Bacteroidetes	K	Belongs to the sigma-70 factor family. ECF subfamily	sigW	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
MGYG000000215_01398	1284775.HMPREF1640_05015	9.14e-51	164.0	COG1598@1|root,COG1598@2|Bacteria,4NVQT@976|Bacteroidetes	976|Bacteroidetes	S	PFAM Uncharacterised protein family UPF0150	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_02521	1002367.HMPREF0673_02292	0.0	1426.0	COG0729@1|root,COG0729@2|Bacteria,4PKIK@976|Bacteroidetes,2FMMM@200643|Bacteroidia	976|Bacteroidetes	M	Outer membrane protein, OMP85 family	-	-	-	-	-	-	-	-	-	-	-	-	Bac_surface_Ag,POTRA
MGYG000000215_02086	1002367.HMPREF0673_01224	2.44e-204	566.0	COG2819@1|root,COG2819@2|Bacteria	2|Bacteria	S	hydrolase activity, acting on ester bonds	-	-	-	-	-	-	-	-	-	-	-	-	Esterase
MGYG000000215_02030	1002367.HMPREF0673_02199	4.81e-131	386.0	28RKH@1|root,2ZDZC@2|Bacteria,4P7VS@976|Bacteroidetes,2FZSQ@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_00979	1121094.KB894648_gene491	8.48e-299	833.0	COG1621@1|root,COG1621@2|Bacteria,4NEYI@976|Bacteroidetes,2FM1Y@200643|Bacteroidia,4AMJ5@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 32 family	sacC	-	3.2.1.80	ko:K03332	ko00051,map00051	-	R00879	-	ko00000,ko00001,ko01000	-	-	-	DUF4980,Glyco_hydro_32C,Glyco_hydro_32N
MGYG000000215_01738	1002367.HMPREF0673_02470	3.13e-11	63.9	COG0845@1|root,COG0845@2|Bacteria,4NFT4@976|Bacteroidetes,2FPA0@200643|Bacteroidia	976|Bacteroidetes	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K02005	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23,OEP
MGYG000000215_01754	1002367.HMPREF0673_02530	0.0	1551.0	COG0550@1|root,COG0550@2|Bacteria,4NF9S@976|Bacteroidetes,2FMSF@200643|Bacteroidia	976|Bacteroidetes	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	Topoisom_bac,Toprim,Toprim_C_rpt
MGYG000000215_00710	873513.HMPREF6485_0177	2.91e-223	619.0	COG1077@1|root,COG1077@2|Bacteria,4NETQ@976|Bacteroidetes,2FM2I@200643|Bacteroidia	976|Bacteroidetes	D	Cell shape determining protein, MreB Mrl family	mreB	-	-	ko:K03569	-	-	-	-	ko00000,ko02048,ko03036,ko04812	1.A.33.1,9.B.157.1	-	-	MreB_Mbl
MGYG000000215_01025	1002367.HMPREF0673_02501	1.85e-132	379.0	COG0164@1|root,COG0164@2|Bacteria,4NGVR@976|Bacteroidetes,2FMS7@200643|Bacteroidia	976|Bacteroidetes	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03470	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_HII
MGYG000000215_01533	457424.BFAG_01649	5.94e-48	153.0	2C5GV@1|root,348XS@2|Bacteria,4P5P8@976|Bacteroidetes,2FU9N@200643|Bacteroidia,4AS9W@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_00885	1410666.JHXG01000017_gene1557	7.79e-16	80.1	2CIQD@1|root,2ZQZF@2|Bacteria,4P6ZH@976|Bacteroidetes,2FSRZ@200643|Bacteroidia	976|Bacteroidetes	S	Lipocalin-like	-	-	-	-	-	-	-	-	-	-	-	-	Lipocalin_3
MGYG000000215_01139	1002367.HMPREF0673_02768	2.23e-209	579.0	COG2264@1|root,COG2264@2|Bacteria,4NFRW@976|Bacteroidetes,2FP0Q@200643|Bacteroidia	976|Bacteroidetes	J	Ribosomal protein L11 methyltransferase	prmA	-	-	ko:K02687	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PrmA
MGYG000000215_02149	1002367.HMPREF0673_00391	0.0	1264.0	COG0457@1|root,COG3275@1|root,COG0457@2|Bacteria,COG3275@2|Bacteria,4NMSW@976|Bacteroidetes,2G06Q@200643|Bacteroidia	976|Bacteroidetes	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	His_kinase,TPR_12,TPR_2,TPR_8
MGYG000000215_00575	1002367.HMPREF0673_00737	4.58e-80	237.0	COG3550@1|root,COG3550@2|Bacteria,4NTCR@976|Bacteroidetes,2FU8R@200643|Bacteroidia	976|Bacteroidetes	S	domain protein	-	-	2.7.11.1	ko:K07154	-	-	-	-	ko00000,ko01000,ko01001,ko02048	-	-	-	Couple_hipA
MGYG000000215_00321	742817.HMPREF9449_00561	9.49e-186	529.0	COG0030@1|root,COG0030@2|Bacteria,4NGNN@976|Bacteroidetes,2FPKB@200643|Bacteroidia,22ZI7@171551|Porphyromonadaceae	976|Bacteroidetes	J	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family	-	-	2.1.1.184	ko:K00561	-	-	R10716	RC00003,RC03257	br01600,ko00000,ko01000,ko01504,ko03009	-	-	-	RrnaAD
MGYG000000215_01352	1002367.HMPREF0673_02317	0.0	1810.0	COG0178@1|root,COG0178@2|Bacteria,4NFQU@976|Bacteroidetes,2FNMG@200643|Bacteroidia	976|Bacteroidetes	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA2	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
MGYG000000215_01327	1002367.HMPREF0673_02946	3.42e-250	687.0	COG1605@1|root,COG2876@1|root,COG1605@2|Bacteria,COG2876@2|Bacteria,4NDU4@976|Bacteroidetes,2FPF1@200643|Bacteroidia	976|Bacteroidetes	E	3-deoxy-7-phosphoheptulonate synthase	pheB	-	5.4.99.5	ko:K04516	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R01715	RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	CM_2,DAHP_synth_1
MGYG000000215_02853	1002367.HMPREF0673_01784	1.31e-272	761.0	COG1305@1|root,COG1305@2|Bacteria,4NI22@976|Bacteroidetes,2FPA1@200643|Bacteroidia	976|Bacteroidetes	E	Transglutaminase-like	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000215_01191	411901.BACCAC_00147	2.72e-183	528.0	COG2865@1|root,COG2865@2|Bacteria,4NGFJ@976|Bacteroidetes,2FPKR@200643|Bacteroidia,4AMQV@815|Bacteroidaceae	976|Bacteroidetes	K	Divergent AAA domain protein	-	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AlbA_2,DUF4062,HATPase_c_4,HTH_24
MGYG000000215_01190	411901.BACCAC_00147	2.72e-183	528.0	COG2865@1|root,COG2865@2|Bacteria,4NGFJ@976|Bacteroidetes,2FPKR@200643|Bacteroidia,4AMQV@815|Bacteroidaceae	976|Bacteroidetes	K	Divergent AAA domain protein	-	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AlbA_2,DUF4062,HATPase_c_4,HTH_24
MGYG000000215_01657	1002367.HMPREF0673_02558	0.0	1212.0	COG1086@1|root,COG1086@2|Bacteria,4NERY@976|Bacteroidetes,2FMAA@200643|Bacteroidia	976|Bacteroidetes	GM	Polysaccharide biosynthesis protein	cap5D	-	-	-	-	-	-	-	-	-	-	-	CoA_binding_3,Polysacc_synt_2
MGYG000000215_01504	1002367.HMPREF0673_01086	2.39e-124	361.0	COG1670@1|root,COG1670@2|Bacteria,4NQB5@976|Bacteroidetes,2FTXH@200643|Bacteroidia	976|Bacteroidetes	J	acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_10,Acetyltransf_3
MGYG000000215_00542	1002367.HMPREF0673_00541	1.02e-195	543.0	COG2227@1|root,COG2227@2|Bacteria,4NJ5I@976|Bacteroidetes,2FPAS@200643|Bacteroidia	976|Bacteroidetes	H	Methyltransferase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31
