#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000106_00147	565653.EGBG_02617	3.66e-231	637.0	COG2376@1|root,COG2376@2|Bacteria,1TP92@1239|Firmicutes,4H9VS@91061|Bacilli,4B10S@81852|Enterococcaceae	91061|Bacilli	G	Dak1 domain	dhaK	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0047324	2.7.1.121	ko:K05878	ko00561,ko01100,map00561,map01100	-	R01012	RC00015,RC00017	ko00000,ko00001,ko01000	-	-	-	Dak1
MGYG000000106_01234	565653.EGBG_01760	0.0	1494.0	COG1193@1|root,COG1193@2|Bacteria,1TP5W@1239|Firmicutes,4H9NZ@91061|Bacilli,4AZAM@81852|Enterococcaceae	91061|Bacilli	L	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity	mutS2	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K07456	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_III,MutS_V,Smr
MGYG000000106_00322	202752.JL53_14990	3.41e-70	224.0	COG1737@1|root,COG1737@2|Bacteria,1UYAK@1239|Firmicutes,4HK6N@91061|Bacilli	91061|Bacilli	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6
MGYG000000106_01541	565653.EGBG_01446	9.56e-35	118.0	2C07Y@1|root,2ZQ2W@2|Bacteria,1W3YQ@1239|Firmicutes,4I0EB@91061|Bacilli,4B4A6@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000106_01679	565653.EGBG_01299	2.32e-75	225.0	COG0239@1|root,COG0239@2|Bacteria,1VM30@1239|Firmicutes,4HRC4@91061|Bacilli,4B2UZ@81852|Enterococcaceae	91061|Bacilli	U	Important for reducing fluoride concentration in the cell, thus reducing its toxicity	crcB	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:1903424,GO:1903425	-	ko:K06199	-	-	-	-	ko00000,ko02000	1.A.43.1,1.A.43.2,1.A.43.3	-	-	CRCB
MGYG000000106_02336	565653.EGBG_00773	0.0	1440.0	COG3973@1|root,COG3973@2|Bacteria,1TP39@1239|Firmicutes,4H9Y5@91061|Bacilli,4AZSZ@81852|Enterococcaceae	91061|Bacilli	L	UvrD/REP helicase N-terminal domain	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AAA_19,UvrD-helicase,UvrD_C,UvrD_C_2
MGYG000000106_03051	565653.EGBG_02694	1.52e-237	652.0	COG0492@1|root,COG0492@2|Bacteria,1TRPN@1239|Firmicutes,4H9V7@91061|Bacilli,4AZVT@81852|Enterococcaceae	91061|Bacilli	C	Pyridine nucleotide-disulphide oxidoreductase	yumC	-	1.18.1.2,1.19.1.1	ko:K21567	-	-	-	-	ko00000,ko01000	-	-	iYO844.BSU32110	HI0933_like,Pyr_redox_2,Pyr_redox_3
MGYG000000106_02505	565653.EGBG_00935	2.61e-76	228.0	COG4898@1|root,COG4898@2|Bacteria,1V6U6@1239|Firmicutes,4HH1D@91061|Bacilli,4B33U@81852|Enterococcaceae	91061|Bacilli	S	Uncharacterized protein conserved in bacteria (DUF2200)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1905,DUF2200
MGYG000000106_01338	1260356.D920_02845	5.01e-142	441.0	COG5492@1|root,COG5492@2|Bacteria,1W4UH@1239|Firmicutes,4I1MI@91061|Bacilli,4B13J@81852|Enterococcaceae	91061|Bacilli	N	Putative mucin or carbohydrate-binding module	-	-	-	-	-	-	-	-	-	-	-	-	Gram_pos_anchor,Mucin_bdg,WxL
MGYG000000106_01339	1260356.D920_02845	5.01e-142	441.0	COG5492@1|root,COG5492@2|Bacteria,1W4UH@1239|Firmicutes,4I1MI@91061|Bacilli,4B13J@81852|Enterococcaceae	91061|Bacilli	N	Putative mucin or carbohydrate-binding module	-	-	-	-	-	-	-	-	-	-	-	-	Gram_pos_anchor,Mucin_bdg,WxL
MGYG000000106_00180	565653.EGBG_02649	3.65e-222	612.0	COG4189@1|root,COG4189@2|Bacteria,1TPGD@1239|Firmicutes,4HE52@91061|Bacilli,4AZNB@81852|Enterococcaceae	91061|Bacilli	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_20,HTH_5
MGYG000000106_01738	565653.EGBG_01239	1.1e-230	634.0	COG0111@1|root,COG0111@2|Bacteria,1TSDK@1239|Firmicutes,4HAW5@91061|Bacilli,4AZHZ@81852|Enterococcaceae	91061|Bacilli	EH	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	serA	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C,F420_oxidored,NAD_binding_2
MGYG000000106_02874	565653.EGBG_02799	1.34e-196	545.0	2DK2K@1|root,30891@2|Bacteria,1U314@1239|Firmicutes,4ICR9@91061|Bacilli,4B5EP@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000106_00736	1201292.DR75_1832	7.06e-36	121.0	COG0227@1|root,COG0227@2|Bacteria,1VEI2@1239|Firmicutes,4HNIK@91061|Bacilli,4B3CZ@81852|Enterococcaceae	91061|Bacilli	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
MGYG000000106_01053	1201292.DR75_621	1.35e-241	666.0	COG3192@1|root,COG3192@2|Bacteria,1TNZF@1239|Firmicutes,4HAQ8@91061|Bacilli,4B23F@81852|Enterococcaceae	91061|Bacilli	E	Ethanolamine utilisation protein, EutH	eutH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K04023	-	-	-	-	ko00000	-	-	iYO844.BSU39450	EutH
MGYG000000106_00777	1201292.DR75_2225	1.69e-107	310.0	COG0049@1|root,COG0049@2|Bacteria,1V1GG@1239|Firmicutes,4H9PA@91061|Bacilli,4AZKT@81852|Enterococcaceae	91061|Bacilli	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	rpsG	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02992	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S7
MGYG000000106_01083	565653.EGBG_01901	3.09e-160	450.0	COG2188@1|root,COG2188@2|Bacteria,1UYYY@1239|Firmicutes,4HGI6@91061|Bacilli,4B19D@81852|Enterococcaceae	91061|Bacilli	K	UTRA	-	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
MGYG000000106_00299	565653.EGBG_00144	1.9e-232	640.0	COG1609@1|root,COG1609@2|Bacteria,1TVV0@1239|Firmicutes,4HV9Z@91061|Bacilli,4B280@81852|Enterococcaceae	91061|Bacilli	K	Bacterial regulatory proteins, lacI family	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000106_02280	565653.EGBG_00719	0.0	1224.0	COG1874@1|root,COG1874@2|Bacteria,1TSHK@1239|Firmicutes,4HBAR@91061|Bacilli,4B1S8@81852|Enterococcaceae	91061|Bacilli	G	Glycosyl hydrolases family 35	-	-	3.2.1.23	ko:K12308	ko00052,map00052	-	R01105	RC00452	ko00000,ko00001,ko01000	-	-	-	BetaGal_dom2,BetaGal_dom3,BetaGal_dom4_5,Glyco_hydro_35,SLAP
MGYG000000106_02041	565653.EGBG_00466	6.33e-254	699.0	COG1472@1|root,COG1472@2|Bacteria,1TP63@1239|Firmicutes,4HBDB@91061|Bacilli,4B05J@81852|Enterococcaceae	91061|Bacilli	G	Glycosyl hydrolase family 3 N terminal domain	nagZ	-	3.2.1.52	ko:K01207	ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501	M00628	R00022,R05963,R07809,R07810,R10831	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF4309,FIVAR,Glyco_hydro_3,SLAP
MGYG000000106_01156	565653.EGBG_01827	5.28e-161	453.0	COG0656@1|root,COG0656@2|Bacteria,1TPM1@1239|Firmicutes,4HARE@91061|Bacilli,4AZG3@81852|Enterococcaceae	91061|Bacilli	S	reductase	ytbE	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
MGYG000000106_01424	565653.EGBG_01564	3.25e-131	372.0	COG4430@1|root,COG4430@2|Bacteria,1V1VF@1239|Firmicutes,4IQZ8@91061|Bacilli,4AZTX@81852|Enterococcaceae	91061|Bacilli	S	Bacteriocin-protection, YdeI or OmpD-Associated	-	-	-	-	-	-	-	-	-	-	-	-	OmdA
MGYG000000106_01732	565653.EGBG_01245	1.73e-247	680.0	COG1134@1|root,COG1134@2|Bacteria,1TQKK@1239|Firmicutes,4HC6N@91061|Bacilli,4AZR5@81852|Enterococcaceae	91061|Bacilli	GM	Part of the ABC transporter complex TagGH involved in teichoic acids export. Responsible for energy coupling to the transport system	tagH	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0015920,GO:0015921,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:1901264,GO:1901505	3.6.3.40	ko:K09693	ko02010,map02010	M00251	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.104	-	-	ABC_tran,LysM,SH3_3,SH3_8
MGYG000000106_02656	565655.ECBG_03169	2e-201	557.0	COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes,4HBHG@91061|Bacilli,4B0QF@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_2
MGYG000000106_00190	565655.ECBG_03169	2e-201	557.0	COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes,4HBHG@91061|Bacilli,4B0QF@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_2
MGYG000000106_01335	565655.ECBG_03169	2e-201	557.0	COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes,4HBHG@91061|Bacilli,4B0QF@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_2
MGYG000000106_02348	565655.ECBG_03169	2e-201	557.0	COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes,4HBHG@91061|Bacilli,4B0QF@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_2
MGYG000000106_02658	565655.ECBG_03169	2e-201	557.0	COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes,4HBHG@91061|Bacilli,4B0QF@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_2
MGYG000000106_02873	565655.ECBG_03169	2e-201	557.0	COG2801@1|root,COG2801@2|Bacteria,1TQQY@1239|Firmicutes,4HBHG@91061|Bacilli,4B0QF@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_2
MGYG000000106_02854	1408303.JNJJ01000001_gene3693	6.02e-149	425.0	COG0395@1|root,COG0395@2|Bacteria,1TQG0@1239|Firmicutes,4HD6Q@91061|Bacilli,1ZAVF@1386|Bacillus	91061|Bacilli	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
MGYG000000106_02440	565653.EGBG_01003	0.0	1386.0	COG0744@1|root,COG0744@2|Bacteria,1TPM5@1239|Firmicutes,4H9SA@91061|Bacilli,4B0CW@81852|Enterococcaceae	91061|Bacilli	M	Transglycosylase	ponA	GO:0005575,GO:0005576	2.4.1.129,3.4.16.4	ko:K05366	ko00550,ko01100,ko01501,map00550,map01100,map01501	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	DUF1510,Transgly,Transpeptidase,fn3
MGYG000000106_00129	1158604.I591_01950	2.04e-73	221.0	COG0292@1|root,COG0292@2|Bacteria,1V6DB@1239|Firmicutes,4HH2W@91061|Bacilli,4B2NC@81852|Enterococcaceae	91061|Bacilli	J	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	rplT	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015934,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904	-	ko:K02887	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	HeH,Ribosomal_L20
MGYG000000106_02514	565653.EGBG_00926	1.93e-110	317.0	COG0537@1|root,COG0537@2|Bacteria,1V5XZ@1239|Firmicutes,4HHN5@91061|Bacilli,4B362@81852|Enterococcaceae	91061|Bacilli	FG	adenosine 5'-monophosphoramidase activity	-	-	-	-	-	-	-	-	-	-	-	-	HIT
MGYG000000106_02739	565655.ECBG_01619	2.05e-66	203.0	2A0WF@1|root,30P1J@2|Bacteria,1U0SY@1239|Firmicutes,4IA8K@91061|Bacilli,4B58F@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000106_00943	768486.EHR_05760	1.69e-232	640.0	COG0039@1|root,COG0039@2|Bacteria,1TPSY@1239|Firmicutes,4HB0Z@91061|Bacilli,4AZIU@81852|Enterococcaceae	91061|Bacilli	C	Belongs to the LDH MDH superfamily. LDH family	ldh	-	1.1.1.27	ko:K00016	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	-	R00703,R01000,R03104	RC00031,RC00044	ko00000,ko00001,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
MGYG000000106_01270	1158606.I579_01507	3.12e-60	185.0	COG4472@1|root,COG4472@2|Bacteria,1VAC4@1239|Firmicutes,4HKD0@91061|Bacilli,4B2ZP@81852|Enterococcaceae	91061|Bacilli	S	Belongs to the UPF0297 family	yrzL	-	-	-	-	-	-	-	-	-	-	-	DUF965
MGYG000000106_02655	565655.ECBG_04233	1.79e-117	338.0	COG2963@1|root,COG2963@2|Bacteria,1V09A@1239|Firmicutes,4HHDE@91061|Bacilli,4B29R@81852|Enterococcaceae	91061|Bacilli	L	Helix-turn-helix domain	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_23,HTH_28,rve_2
MGYG000000106_00191	565655.ECBG_04233	1.79e-117	338.0	COG2963@1|root,COG2963@2|Bacteria,1V09A@1239|Firmicutes,4HHDE@91061|Bacilli,4B29R@81852|Enterococcaceae	91061|Bacilli	L	Helix-turn-helix domain	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_23,HTH_28,rve_2
MGYG000000106_02657	565655.ECBG_04233	1.79e-117	338.0	COG2963@1|root,COG2963@2|Bacteria,1V09A@1239|Firmicutes,4HHDE@91061|Bacilli,4B29R@81852|Enterococcaceae	91061|Bacilli	L	Helix-turn-helix domain	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_23,HTH_28,rve_2
MGYG000000106_02566	565653.EGBG_00875	8.04e-89	262.0	28QXX@1|root,2ZDCZ@2|Bacteria,1VQ35@1239|Firmicutes,4HR4B@91061|Bacilli,4B2WN@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000106_00842	888064.HMPREF9088_0221	1.38e-93	276.0	COG3328@1|root,COG3328@2|Bacteria,1TP4C@1239|Firmicutes,4HAXJ@91061|Bacilli,4B0EH@81852|Enterococcaceae	91061|Bacilli	L	to GB X15145, SP P26998, PID 1340164, GB X15145, SP P26998, and PID 1340164	B4168_4126	-	-	ko:K07493	-	-	-	-	ko00000	-	-	-	Transposase_mut
MGYG000000106_00568	1104325.M7W_425	2.87e-286	781.0	COG0343@1|root,COG0343@2|Bacteria,1TNZ4@1239|Firmicutes,4HCNM@91061|Bacilli,4B0C8@81852|Enterococcaceae	91061|Bacilli	F	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046116,GO:0046483,GO:0055086,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
MGYG000000106_00080	565655.ECBG_02409	1.18e-223	616.0	COG4608@1|root,COG4608@2|Bacteria,1V36J@1239|Firmicutes,4H9YB@91061|Bacilli,4B0ES@81852|Enterococcaceae	91061|Bacilli	E	ABC transporter, ATP-binding protein	oppF	-	-	ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
MGYG000000106_01258	565655.ECBG_02728	1.68e-191	532.0	COG2035@1|root,COG2035@2|Bacteria,1UYD5@1239|Firmicutes,4HBE3@91061|Bacilli,4AZAF@81852|Enterococcaceae	91061|Bacilli	S	Domain of unknown function (DUF368)	XK27_00890	-	-	ko:K08974	-	-	-	-	ko00000	-	-	-	DUF368
MGYG000000106_00894	565653.EGBG_02887	2.79e-103	300.0	COG1580@1|root,COG1580@2|Bacteria,1VKAQ@1239|Firmicutes,4HQIP@91061|Bacilli	91061|Bacilli	N	Controls the rotational direction of flagella during chemotaxis	fliL	-	-	ko:K02415	-	-	-	-	ko00000,ko02035	-	-	-	FliL
