#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000013_03369	483215.BACFIN_06763	0.0	960.0	COG1453@1|root,COG1453@2|Bacteria,4NGCW@976|Bacteroidetes,2FPG8@200643|Bacteroidia,4AM4C@815|Bacteroidaceae	976|Bacteroidetes	S	of the aldo keto reductase family	-	-	-	ko:K07079	-	-	-	-	ko00000	-	-	-	Aldo_ket_red,Fer4_17,TAT_signal
MGYG000000013_04889	411476.BACOVA_05486	1.11e-104	305.0	2DQ5B@1|root,334TM@2|Bacteria,4NUXI@976|Bacteroidetes,2FT3V@200643|Bacteroidia,4ASDS@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_03912	411476.BACOVA_02245	3.33e-205	566.0	COG1947@1|root,COG1947@2|Bacteria,4NGFC@976|Bacteroidetes,2FM2B@200643|Bacteroidia,4ANUK@815|Bacteroidaceae	976|Bacteroidetes	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0050515	2.7.1.148	ko:K00919	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
MGYG000000013_00008	657309.BXY_48660	3.34e-107	310.0	2AFDM@1|root,315DF@2|Bacteria,4NQ5K@976|Bacteroidetes,2FPJA@200643|Bacteroidia,4AMZW@815|Bacteroidaceae	976|Bacteroidetes	S	rod shape-determining protein MreD	mreD	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_02880	272559.BF9343_1597	3e-282	770.0	2BWJ3@1|root,2Z8E8@2|Bacteria,4NI7Z@976|Bacteroidetes,2FNX1@200643|Bacteroidia,4AM0V@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG10884 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	Sulfotransfer_3
MGYG000000013_02896	657309.BXY_16500	3.75e-210	580.0	COG1864@1|root,COG1864@2|Bacteria,4NFYJ@976|Bacteroidetes,2FNBK@200643|Bacteroidia,4AMSR@815|Bacteroidaceae	976|Bacteroidetes	F	Psort location Extracellular, score	nucA_1	-	-	ko:K01173	ko04210,map04210	-	-	-	ko00000,ko00001,ko03029	-	-	-	Endonuclease_NS
MGYG000000013_03975	411476.BACOVA_00117	2.32e-297	812.0	COG0642@1|root,COG2205@2|Bacteria,4PGXV@976|Bacteroidetes,2FQAI@200643|Bacteroidia,4AMJW@815|Bacteroidaceae	976|Bacteroidetes	T	Histidine kinase-like ATPases	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA
MGYG000000013_00338	411476.BACOVA_03321	0.0	1364.0	COG0614@1|root,COG0614@2|Bacteria,4NHHB@976|Bacteroidetes,2FMQ8@200643|Bacteroidia,4AKWH@815|Bacteroidaceae	976|Bacteroidetes	P	Psort location OuterMembrane, score	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
MGYG000000013_01996	1123008.KB905697_gene3342	3.68e-262	739.0	COG1435@1|root,COG1435@2|Bacteria,4NE0S@976|Bacteroidetes,2FMZF@200643|Bacteroidia,2301H@171551|Porphyromonadaceae	976|Bacteroidetes	F	Pfam:SusD	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
MGYG000000013_00881	411476.BACOVA_05361	2.45e-134	380.0	COG1971@1|root,COG1971@2|Bacteria,4NSE0@976|Bacteroidetes,2FNXB@200643|Bacteroidia,4ANBK@815|Bacteroidaceae	976|Bacteroidetes	P	Probably functions as a manganese efflux pump	mntP	-	-	-	-	-	-	-	-	-	-	-	Mntp
MGYG000000013_02766	411476.BACOVA_01648	0.0	1083.0	COG0205@1|root,COG0205@2|Bacteria,4NIKT@976|Bacteroidetes,2FNYX@200643|Bacteroidia,4AM9P@815|Bacteroidaceae	976|Bacteroidetes	H	Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions	pfp	-	2.7.1.11,2.7.1.90	ko:K00895,ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130	-	R00756,R00764,R02073,R03236,R04779	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PFK
MGYG000000013_03422	908612.HMPREF9720_1322	3.09e-98	293.0	2DMNB@1|root,32SNM@2|Bacteria,4NNCT@976|Bacteroidetes,2FRWH@200643|Bacteroidia	976|Bacteroidetes	S	RloB-like protein	-	-	-	-	-	-	-	-	-	-	-	-	RloB
MGYG000000013_04150	411476.BACOVA_04068	1.26e-90	266.0	2BGBS@1|root,32A9E@2|Bacteria,4NS68@976|Bacteroidetes,2FS3P@200643|Bacteroidia,4AQJY@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG32529 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_02095	545695.TREAZ_1756	1.27e-119	423.0	COG0457@1|root,COG3210@1|root,COG0457@2|Bacteria,COG3210@2|Bacteria,2J58Z@203691|Spirochaetes	203691|Spirochaetes	M	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	DUF4062,TPR_1,TPR_12,TPR_16,TPR_2,TPR_7,TPR_8
MGYG000000013_01960	411476.BACOVA_03106	3.89e-302	825.0	COG3291@1|root,COG3291@2|Bacteria,4NNE8@976|Bacteroidetes,2FP58@200643|Bacteroidia,4AKSF@815|Bacteroidaceae	976|Bacteroidetes	G	COG NOG27433 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	BACON,Peptidase_M43,Reprolysin_5
MGYG000000013_00639	226186.BT_4326	1.4e-154	434.0	COG1136@1|root,COG1136@2|Bacteria,4NN5Z@976|Bacteroidetes,2FN51@200643|Bacteroidia,4ANNI@815|Bacteroidaceae	976|Bacteroidetes	V	COG1136 ABC-type antimicrobial peptide transport system ATPase component	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000013_04167	226186.BT_1085	1.5e-90	265.0	2CG1Y@1|root,31NHZ@2|Bacteria,4NQ9Z@976|Bacteroidetes,2FSBR@200643|Bacteroidia,4AWC6@815|Bacteroidaceae	976|Bacteroidetes	S	Protein of unknown function (DUF1573)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1573
MGYG000000013_02130	411476.BACOVA_00939	1.28e-202	562.0	COG0584@1|root,COG0584@2|Bacteria,4NGNU@976|Bacteroidetes,2FMZ8@200643|Bacteroidia,4ANPZ@815|Bacteroidaceae	976|Bacteroidetes	C	COG0584 Glycerophosphoryl diester phosphodiesterase	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	DUF4996,Esterase,GDPD
MGYG000000013_00397	411476.BACOVA_01887	5.76e-142	400.0	COG0727@1|root,COG0727@2|Bacteria,4NEPX@976|Bacteroidetes,2FNXY@200643|Bacteroidia,4ANI5@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DUF3109
MGYG000000013_04911	1280.SAXN108_2184	9.78e-130	368.0	COG0454@1|root,COG0456@2|Bacteria,1V1D1@1239|Firmicutes,4HK2F@91061|Bacilli,4GZZ5@90964|Staphylococcaceae	91061|Bacilli	K	Acetyltransferase (GNAT) domain	-	-	-	ko:K19273	-	-	-	-	ko00000,ko01000,ko01504	-	-	-	Acetyltransf_1
MGYG000000013_03801	411901.BACCAC_00834	1.91e-217	604.0	COG0845@1|root,COG0845@2|Bacteria,4NHJH@976|Bacteroidetes,2FP9C@200643|Bacteroidia,4AMN8@815|Bacteroidaceae	976|Bacteroidetes	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
MGYG000000013_02551	657309.BXY_37980	2.12e-268	735.0	COG0438@1|root,COG0438@2|Bacteria,4NIN2@976|Bacteroidetes,2FQB4@200643|Bacteroidia,4AMCI@815|Bacteroidaceae	976|Bacteroidetes	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
MGYG000000013_04511	742727.HMPREF9447_02196	3.43e-264	737.0	COG0702@1|root,COG0702@2|Bacteria,4NH54@976|Bacteroidetes,2FNBB@200643|Bacteroidia,4AM4A@815|Bacteroidaceae	976|Bacteroidetes	GM	SusD family	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
MGYG000000013_04875	1500281.JQKZ01000001_gene1153	1.65e-65	248.0	COG3209@1|root,COG3209@2|Bacteria,4NKGF@976|Bacteroidetes,1I80E@117743|Flavobacteriia,3ZQKU@59732|Chryseobacterium	976|Bacteroidetes	M	COG3209 Rhs family protein	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_02452	385682.AFSL01000040_gene233	1.07e-315	895.0	COG1472@1|root,COG1472@2|Bacteria,4NE90@976|Bacteroidetes,2FMV4@200643|Bacteroidia,3XM1Y@558415|Marinilabiliaceae	976|Bacteroidetes	G	PA14	-	-	3.2.1.21	ko:K05349	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110	-	R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000	-	GH3	-	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14
MGYG000000013_00244	226186.BT_3588	1.59e-213	608.0	COG1820@1|root,COG1820@2|Bacteria,4NJ35@976|Bacteroidetes,2FMRP@200643|Bacteroidia,4APZ6@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the metallo-dependent hydrolases superfamily. NagA family	-	-	3.5.1.25	ko:K01443	ko00520,ko01130,map00520,map01130	-	R02059	RC00166,RC00300	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1
MGYG000000013_04073	411901.BACCAC_03700	3.4e-266	734.0	COG3209@1|root,COG4870@1|root,COG3209@2|Bacteria,COG4870@2|Bacteria,4P674@976|Bacteroidetes,2FW5P@200643|Bacteroidia,4ANNK@815|Bacteroidaceae	976|Bacteroidetes	MO	Bacterial group 3 Ig-like protein	-	-	-	-	-	-	-	-	-	-	-	-	BACON,Big_3,DUF4988,LRR_5
MGYG000000013_01252	411476.BACOVA_04371	0.0	2248.0	COG0642@1|root,COG0745@1|root,COG2207@1|root,COG3292@1|root,COG0745@2|Bacteria,COG2205@2|Bacteria,COG2207@2|Bacteria,COG3292@2|Bacteria,4NITX@976|Bacteroidetes,2FM2F@200643|Bacteroidia,4ANIP@815|Bacteroidaceae	976|Bacteroidetes	T	COG COG4753 Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y
MGYG000000013_04826	411901.BACCAC_02589	1.07e-278	762.0	COG4948@1|root,COG4948@2|Bacteria,4NG8N@976|Bacteroidetes,2FNCM@200643|Bacteroidia,4ANXW@815|Bacteroidaceae	976|Bacteroidetes	M	Belongs to the mandelate racemase muconate lactonizing enzyme family	ykfB	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016854,GO:0034641,GO:0043167,GO:0043169,GO:0043603,GO:0044237,GO:0046872,GO:0071704,GO:1901564	5.1.1.20,5.1.1.3	ko:K01776,ko:K19802	ko00471,ko01100,map00471,map01100	-	R00260,R10938	RC00302,RC03309	ko00000,ko00001,ko01000,ko01011	-	-	-	MR_MLE_C,MR_MLE_N,TAT_signal
MGYG000000013_03632	547042.BACCOPRO_02069	4.25e-105	304.0	2BX69@1|root,33PXZ@2|Bacteria,4P145@976|Bacteroidetes,2FVMH@200643|Bacteroidia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_04296	411476.BACOVA_02479	1.31e-82	246.0	COG0801@1|root,COG0801@2|Bacteria,4NWDI@976|Bacteroidetes,2FST5@200643|Bacteroidia,4AR37@815|Bacteroidaceae	976|Bacteroidetes	H	COG NOG22185 non supervised orthologous group	folK2	-	2.7.6.3	ko:K00950	ko00790,ko01100,map00790,map01100	M00126,M00841	R03503	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	C_GCAxxG_C_C,HPPK
MGYG000000013_02331	411476.BACOVA_02053	0.0	1347.0	COG1397@1|root,COG1397@2|Bacteria,4NG36@976|Bacteroidetes,2FQ4S@200643|Bacteroidia,4AN75@815|Bacteroidaceae	976|Bacteroidetes	O	ADP-ribosylglycohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	ADP_ribosyl_GH,He_PIG
MGYG000000013_00863	411476.BACOVA_05336	6.35e-113	323.0	COG0394@1|root,COG0394@2|Bacteria,4PJW1@976|Bacteroidetes,2FN15@200643|Bacteroidia,4AQ9U@815|Bacteroidaceae	976|Bacteroidetes	T	Belongs to the low molecular weight phosphotyrosine protein phosphatase family	-	-	1.20.4.1	ko:K03741	-	-	-	-	ko00000,ko01000	-	-	-	LMWPc
MGYG000000013_03216	411476.BACOVA_02509	5.49e-108	312.0	291F1@1|root,2ZP1V@2|Bacteria,4NNM0@976|Bacteroidetes,2FRCT@200643|Bacteroidia,4ANP6@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 9.46	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_04486	411476.BACOVA_03789	0.0	1401.0	COG3391@1|root,COG3391@2|Bacteria,4NMAV@976|Bacteroidetes,2FNY4@200643|Bacteroidia,4AMUS@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG06028 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4841,DUF4842
MGYG000000013_01241	411476.BACOVA_04385	0.0	1458.0	COG3661@1|root,COG3661@2|Bacteria,4NHE2@976|Bacteroidetes,2FMAB@200643|Bacteroidia,4AN2D@815|Bacteroidaceae	976|Bacteroidetes	G	Alpha-glucuronidase	aguA	-	3.2.1.139	ko:K01235	-	-	-	-	ko00000,ko01000	-	-	-	Glyco_hydro_67C,Glyco_hydro_67M,Glyco_hydro_67N
MGYG000000013_03406	411476.BACOVA_00179	3.65e-316	862.0	COG0642@1|root,COG3850@1|root,COG2205@2|Bacteria,COG3850@2|Bacteria,4NEIS@976|Bacteroidetes,2FQS7@200643|Bacteroidia,4AN5V@815|Bacteroidaceae	976|Bacteroidetes	T	histidine kinase DNA gyrase B	arlS_1	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA
MGYG000000013_02160	657309.BXY_26020	0.0	2021.0	COG1629@1|root,COG1629@2|Bacteria,4NI0E@976|Bacteroidetes,2FQ2R@200643|Bacteroidia,4AT91@815|Bacteroidaceae	976|Bacteroidetes	M	Carboxypeptidase regulatory-like domain	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,CarboxypepD_reg,Plug,TonB_dep_Rec
MGYG000000013_02668	411476.BACOVA_01286	1.55e-104	301.0	2APBA@1|root,31EDH@2|Bacteria,4NSFA@976|Bacteroidetes,2FS29@200643|Bacteroidia,4AQMU@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG29214 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF2007
MGYG000000013_00596	411476.BACOVA_05081	1.56e-23	89.0	2BUZV@1|root,32QCE@2|Bacteria,4PBY5@976|Bacteroidetes,2FZPY@200643|Bacteroidia,4AUMY@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_01552	411476.BACOVA_00797	1.54e-247	679.0	COG0189@1|root,COG0189@2|Bacteria,4P5MF@976|Bacteroidetes,2FQBF@200643|Bacteroidia,4APU0@815|Bacteroidaceae	976|Bacteroidetes	HJ	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	ATP-grasp_3,RimK
MGYG000000013_00276	411476.BACOVA_04232	0.0	1032.0	COG1672@1|root,COG1672@2|Bacteria,4NIJ4@976|Bacteroidetes,2FM14@200643|Bacteroidia,4AM4F@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	AAA-ATPase_like,PDDEXK_9
MGYG000000013_04382	272559.BF9343_3374	2.89e-194	546.0	COG0472@1|root,COG0472@2|Bacteria,4NGKM@976|Bacteroidetes,2FM86@200643|Bacteroidia,4AMIX@815|Bacteroidaceae	976|Bacteroidetes	M	Psort location CytoplasmicMembrane, score 10.00	tagO	-	-	-	-	-	-	-	-	-	-	-	Glyco_tran_WecB,Glycos_transf_4,MraY_sig1
MGYG000000013_02748	411476.BACOVA_00397	4.2e-117	335.0	COG1595@1|root,COG1595@2|Bacteria,4NETF@976|Bacteroidetes,2FNPY@200643|Bacteroidia,4ANEZ@815|Bacteroidaceae	976|Bacteroidetes	K	Belongs to the sigma-70 factor family. ECF subfamily	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
MGYG000000013_01250	411476.BACOVA_04373	2.3e-256	702.0	COG1830@1|root,COG1830@2|Bacteria,4NEUM@976|Bacteroidetes,2FKZ7@200643|Bacteroidia,4APQV@815|Bacteroidaceae	976|Bacteroidetes	G	COG COG1830 DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	fbaB	-	4.1.2.13	ko:K11645	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003	R01068,R01070,R01829,R02568	RC00438,RC00439,RC00603,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	DeoC
MGYG000000013_01661	272559.BF9343_3387	2.39e-137	392.0	COG2856@1|root,COG2856@2|Bacteria,4NM3X@976|Bacteroidetes,2FP87@200643|Bacteroidia,4AQC1@815|Bacteroidaceae	976|Bacteroidetes	E	IrrE N-terminal-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M78
MGYG000000013_01861	411476.BACOVA_03224	1.11e-166	464.0	COG0692@1|root,COG0692@2|Bacteria,4NE2B@976|Bacteroidetes,2FM57@200643|Bacteroidia,4AMXR@815|Bacteroidaceae	976|Bacteroidetes	L	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	ung	GO:0003674,GO:0003824,GO:0004844,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097506,GO:0097510,GO:0140097,GO:1901360	3.2.2.27	ko:K03648	ko03410,ko05340,map03410,map05340	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
MGYG000000013_00463	411476.BACOVA_01952	6.73e-145	408.0	COG0463@1|root,COG0463@2|Bacteria,4NGJK@976|Bacteroidetes,2FM49@200643|Bacteroidia,4AM20@815|Bacteroidaceae	976|Bacteroidetes	M	Protein of unknown function (DUF4254)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4254
MGYG000000013_01654	411476.BACOVA_01423	2.62e-109	314.0	COG0602@1|root,COG0602@2|Bacteria,4NRA9@976|Bacteroidetes,2G2ZX@200643|Bacteroidia,4AW7E@815|Bacteroidaceae	976|Bacteroidetes	C	Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	nrdG	-	1.97.1.4	ko:K04068	-	-	R04710	-	ko00000,ko01000	-	-	-	Fer4_12,Radical_SAM
MGYG000000013_00911	411476.BACOVA_05394	2.09e-136	386.0	2ARHI@1|root,31GTW@2|Bacteria,4NRV6@976|Bacteroidetes,2FQCY@200643|Bacteroidia,4APTW@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000013_00669	585543.HMPREF0969_02361	0.0	1704.0	COG3537@1|root,COG3537@2|Bacteria,4NDYB@976|Bacteroidetes,2FMQ9@200643|Bacteroidia,4AK7H@815|Bacteroidaceae	976|Bacteroidetes	G	Alpha-1,2-mannosidase	-	-	-	-	-	-	-	-	-	-	-	-	CHB_HEX_C_1,Fn3_assoc,Glyco_hydro_92,PA14
MGYG000000013_03809	411901.BACCAC_00851	4.39e-200	561.0	COG3391@1|root,COG3391@2|Bacteria,4NM81@976|Bacteroidetes,2FP02@200643|Bacteroidia,4AK7U@815|Bacteroidaceae	976|Bacteroidetes	S	TolB-like 6-blade propeller-like	-	-	-	-	-	-	-	-	-	-	-	-	TolB_like
